y,x,clickSelects,PANEL,group,xmin,xmax,ymin,ymax
0.659947414548642,0.356938702350193,School: Toledo  Group: 2  Total.Revenue: 21265873  Total.Expenses: 22381963  Total.Subsidy: 11168746  Revenue.Less.Expenses: -1116090  Rank: 106,1,151,0.0454545454545455,0.356938702350193,0.657975460122699,0.661919368974584
0.769500438212095,0.449117965796259,School: Ball State  Group: 2  Total.Revenue: 21129858  Total.Expenses: 20174709  Total.Subsidy: 14473976  Revenue.Less.Expenses: 955149  Rank: 107,1,176,0.0454545454545455,0.449117965796259,0.767528483786153,0.771472392638037
0.725679228746713,0.402148996727125,School: Utah State  Group: 2  Total.Revenue: 21061242  Total.Expenses: 21565777  Total.Subsidy: 12789831  Revenue.Less.Expenses: -504535  Rank: 108,1,166,0.0454545454545455,0.402148996727125,0.723707274320771,0.727651183172656
0.778264680105171,0.449481051521248,School: Bowling Green  Group: 4  Total.Revenue: 20731957  Total.Expenses: 18387277  Total.Subsidy: 14486995  Revenue.Less.Expenses: 2344680  Rank: 109,1,178,0.0454545454545455,0.449481051521248,0.776292725679229,0.780236634531113
0.883435582822086,0.556182851521728,School: North Carolina Charlotte  Group: 2  Total.Revenue: 20573594  Total.Expenses: 20265479  Total.Subsidy: 18312953  Revenue.Less.Expenses: 308115  Rank: 110,1,202,0.0454545454545455,0.556182851521728,0.881463628396144,0.885407537248028
0.747589833479404,0.423666239352781,School: Southern Illinois  Group: 2  Total.Revenue: 20567994  Total.Expenses: 20739714  Total.Subsidy: 13561365  Revenue.Less.Expenses: -171720  Rank: 111,1,171,0.0454545454545455,0.423666239352781,0.745617879053462,0.749561787905346
0.681858019281332,0.366029371596472,School: William & Mary  Group: 4  Total.Revenue: 20483070  Total.Expenses: 20384899  Total.Subsidy: 11494706  Revenue.Less.Expenses: 98171  Rank: 112,1,156,0.0454545454545455,0.366029371596472,0.67988606485539,0.683829973707274
0.8045574057844,0.482219704039536,School: California Polytechnic  Group: 2  Total.Revenue: 20221909  Total.Expenses: 20154399  Total.Subsidy: 15660890  Revenue.Less.Expenses: 67510  Rank: 113,1,184,0.0454545454545455,0.482219704039536,0.802585451358458,0.806529360210342
0.401402278702892,0.265142688311362,School: Montana  Group: 4  Total.Revenue: 20208369  Total.Expenses: 19011913  Total.Subsidy: 7877258  Revenue.Less.Expenses: 1196456  Rank: 114,1,92,0.0454545454545455,0.265142688311362,0.39943032427695,0.403374233128834
0.808939526730938,0.484039706445791,School: George Mason  Group: 2  Total.Revenue: 19980812  Total.Expenses: 19378204  Total.Subsidy: 15726149  Revenue.Less.Expenses: 602608  Rank: 115,1,185,0.0454545454545455,0.484039706445791,0.806967572304996,0.81091148115688
0.541630148992112,0.30384694610574,School: North Dakota  Group: 4  Total.Revenue: 19389929  Total.Expenses: 20073382  Total.Subsidy: 9265059  Revenue.Less.Expenses: -683453  Rank: 116,1,124,0.0454545454545455,0.30384694610574,0.53965819456617,0.543602103418054
0.800175284837861,0.478632716045768,School: South Alabama  Group: 4  Total.Revenue: 19060589  Total.Expenses: 18816817  Total.Subsidy: 15532273  Revenue.Less.Expenses: 243772  Rank: 117,1,183,0.0454545454545455,0.478632716045768,0.798203330411919,0.802147239263804
0.554776511831727,0.309256502285524,School: North Texas  Group: 2  Total.Revenue: 19029641  Total.Expenses: 26542476  Total.Subsidy: 9459027  Revenue.Less.Expenses: -7512835  Rank: 118,1,127,0.0454545454545455,0.309256502285524,0.552804557405784,0.556748466257669
0.708150744960561,0.380554836486481,School: Maine  Group: 4  Total.Revenue: 18845728  Total.Expenses: 18653080  Total.Subsidy: 12015539  Revenue.Less.Expenses: 192648  Rank: 119,1,162,0.0454545454545455,0.380554836486481,0.706178790534619,0.710122699386503
0.782646801051709,0.457925367379223,School: Sacramento State  Group: 4  Total.Revenue: 18816511  Total.Expenses: 18592767  Total.Subsidy: 14789779  Revenue.Less.Expenses: 223744  Rank: 120,1,179,0.0454545454545455,0.457925367379223,0.780674846625767,0.784618755477651
0.567922874671341,0.313621228324669,School: Louisiana Tech  Group: 4  Total.Revenue: 18734197  Total.Expenses: 18687576  Total.Subsidy: 9615531  Revenue.Less.Expenses: 46621  Rank: 121,1,130,0.0454545454545455,0.313621228324669,0.565950920245399,0.569894829097283
0.589833479404032,0.331158444541758,School: Appalachian State  Group: 4  Total.Revenue: 18644606  Total.Expenses: 17238578  Total.Subsidy: 10244355  Revenue.Less.Expenses: 1406028  Rank: 122,1,135,0.0454545454545455,0.331158444541758,0.587861524978089,0.591805433829974
0.480280455740578,0.290009891080976,School: Idaho  Group: 4  Total.Revenue: 18584216  Total.Expenses: 18371540  Total.Subsidy: 8768910  Revenue.Less.Expenses: 212676  Rank: 123,1,110,0.0454545454545455,0.290009891080976,0.478308501314636,0.482252410166521
0.716914986853637,0.390654359178935,School: Illinois State  Group: 4  Total.Revenue: 17722324  Total.Expenses: 18631777  Total.Subsidy: 12377673  Revenue.Less.Expenses: -909453  Rank: 124,1,164,0.0454545454545455,0.390654359178935,0.714943032427695,0.718886941279579
0.353198948290973,0.255408621901284,School: Louisiana-Lafayette  Group: 4  Total.Revenue: 17440897  Total.Expenses: 17532577  Total.Subsidy: 7528228  Revenue.Less.Expenses: -91680  Rank: 125,1,81,0.0454545454545455,0.255408621901284,0.351226993865031,0.355170902716915
0.721297107800175,0.401283631725153,School: Vermont  Group: 4  Total.Revenue: 16946721  Total.Expenses: 17949954  Total.Subsidy: 12758802  Revenue.Less.Expenses: -1003233  Rank: 126,1,165,0.0454545454545455,0.401283631725153,0.719325153374233,0.723269062226117
0.340052585451358,0.247978318937914,School: North Dakota State  Group: 4  Total.Revenue: 16825511  Total.Expenses: 16831447  Total.Subsidy: 7261803  Revenue.Less.Expenses: -5936  Rank: 127,1,78,0.0454545454545455,0.247978318937914,0.338080631025416,0.342024539877301
0.423312883435583,0.270473039985502,School: Northern Iowa  Group: 4  Total.Revenue: 16519669  Total.Expenses: 16890627  Total.Subsidy: 8068386  Revenue.Less.Expenses: -370958  Rank: 128,1,97,0.0454545454545455,0.270473039985502,0.421340929009641,0.425284837861525
0.690622261174408,0.370137324437217,School: Troy  Group: 4  Total.Revenue: 16504664  Total.Expenses: 16504664  Total.Subsidy: 11642003  Revenue.Less.Expenses: 0  Rank: 129,1,158,0.0454545454545455,0.370137324437217,0.688650306748466,0.692594215600351
0.611744084136722,0.335160084855914,School: Long Beach State  Group: 4  Total.Revenue: 15861112  Total.Expenses: 15547465  Total.Subsidy: 10387840  Revenue.Less.Expenses: 313647  Rank: 130,1,140,0.0454545454545455,0.335160084855914,0.60977212971078,0.613716038562664
0.712532865907099,0.382817324345742,School: California-Irvine  Group: 4  Total.Revenue: 15376978  Total.Expenses: 15352662  Total.Subsidy: 12096664  Revenue.Less.Expenses: 24316  Rank: 131,1,163,0.0454545454545455,0.382817324345742,0.710560911481157,0.714504820333041
0.506573181419807,0.294933789774397,School: Arkansas State  Group: 4  Total.Revenue: 15307308  Total.Expenses: 15307308  Total.Subsidy: 8945464  Revenue.Less.Expenses: 0  Rank: 132,1,116,0.0454545454545455,0.294933789774397,0.504601226993865,0.508545135845749
0.68624014022787,0.367891737257682,School: College of Charleston  Group: 4  Total.Revenue: 15199385  Total.Expenses: 14456055  Total.Subsidy: 11561484  Revenue.Less.Expenses: 743330  Rank: 133,1,157,0.0454545454545455,0.367891737257682,0.684268185801928,0.688212094653812
0.66432953549518,0.357264305379553,School: Tennessee-Chattanooga  Group: 4  Total.Revenue: 15110268  Total.Expenses: 15110268  Total.Subsidy: 11180421  Revenue.Less.Expenses: 0  Rank: 134,1,152,0.0454545454545455,0.357264305379553,0.662357581069238,0.666301489921122
0.703768624014023,0.37727345517329,School: Albany  Group: 4  Total.Revenue: 14982179  Total.Expenses: 14982179  Total.Subsidy: 11897880  Revenue.Less.Expenses: 0  Rank: 135,1,161,0.0454545454545455,0.37727345517329,0.701796669588081,0.705740578439965
0.743207712532866,0.412979180984136,School: Maryland-Baltimore Cty  Group: 4  Total.Revenue: 14839723  Total.Expenses: 14526343  Total.Subsidy: 13178164  Revenue.Less.Expenses: 313380  Rank: 136,1,170,0.0454545454545455,0.412979180984136,0.741235758106924,0.745179666958808
0.730061349693252,0.407803110762537,School: California-Riverside  Group: 4  Total.Revenue: 14635119  Total.Expenses: 14707554  Total.Subsidy: 12992568  Revenue.Less.Expenses: -72435  Rank: 137,1,167,0.0454545454545455,0.407803110762537,0.728089395267309,0.732033304119194
0.602979842243646,0.332880333761093,School: Murray State  Group: 4  Total.Revenue: 14536091  Total.Expenses: 14449057  Total.Subsidy: 10306096  Revenue.Less.Expenses: 87034  Rank: 138,1,138,0.0454545454545455,0.332880333761093,0.601007887817704,0.604951796669588
0.646801051709027,0.354806288369214,School: Lamar  Group: 4  Total.Revenue: 14390758  Total.Expenses: 14390771  Total.Subsidy: 11092285  Revenue.Less.Expenses: -13  Rank: 139,1,148,0.0454545454545455,0.354806288369214,0.644829097283085,0.648773006134969
0.695004382120947,0.371546272192531,School: California-Santa Barbara  Group: 4  Total.Revenue: 14351173  Total.Expenses: 16293499  Total.Subsidy: 11692523  Revenue.Less.Expenses: -1942326  Rank: 140,1,159,0.0454545454545455,0.371546272192531,0.693032427695004,0.696976336546889
0.61612620508326,0.336836905595982,School: Illinois-Chicago  Group: 4  Total.Revenue: 14121076  Total.Expenses: 12983073  Total.Subsidy: 10447965  Revenue.Less.Expenses: 1138003  Rank: 141,1,141,0.0454545454545455,0.336836905595982,0.614154250657318,0.618098159509202
0.397020157756354,0.265130249857306,School: South Dakota State  Group: 4  Total.Revenue: 14104922  Total.Expenses: 14115098  Total.Subsidy: 7876812  Revenue.Less.Expenses: -10176  Rank: 142,1,91,0.0454545454545455,0.265130249857306,0.395048203330412,0.398992112182296
0.677475898334794,0.364496095078427,School: North Carolina Greensboro  Group: 4  Total.Revenue: 13820004  Total.Expenses: 13223347  Total.Subsidy: 11439728  Revenue.Less.Expenses: 596657  Rank: 143,1,155,0.0454545454545455,0.364496095078427,0.675503943908852,0.679447852760736
0.199824715162138,0.187974937686413,School: Missouri State  Group: 4  Total.Revenue: 13761264  Total.Expenses: 13761264  Total.Subsidy: 5110289  Revenue.Less.Expenses: 0  Rank: 144,1,46,0.0454545454545455,0.187974937686413,0.197852760736196,0.201796669588081
0.629272567922875,0.34210397733234,School: Binghamton  Group: 4  Total.Revenue: 13727473  Total.Expenses: 13874420  Total.Subsidy: 10636824  Revenue.Less.Expenses: -146947  Rank: 145,1,144,0.0454545454545455,0.34210397733234,0.627300613496933,0.631244522348817
0.699386503067485,0.375667918488301,School: Central Conn State  Group: 4  Total.Revenue: 13478548  Total.Expenses: 13465442  Total.Subsidy: 11840311  Revenue.Less.Expenses: 13106  Rank: 146,1,160,0.0454545454545455,0.375667918488301,0.697414548641543,0.701358457493427
0.576687116564417,0.322478049056928,School: Tennessee Tech  Group: 4  Total.Revenue: 13212540  Total.Expenses: 12056455  Total.Subsidy: 9933106  Revenue.Less.Expenses: 1156085  Rank: 147,1,132,0.0454545454545455,0.322478049056928,0.574715162138475,0.578659070990359
0.668711656441718,0.362248918230997,School: Norfolk State  Group: 4  Total.Revenue: 13206128  Total.Expenses: 11663885  Total.Subsidy: 11359152  Revenue.Less.Expenses: 1542243  Rank: 148,1,153,0.0454545454545455,0.362248918230997,0.666739702015776,0.67068361086766
0.572304995617879,0.313800777130067,School: Indiana State  Group: 4  Total.Revenue: 13099525  Total.Expenses: 13264965  Total.Subsidy: 9621969  Revenue.Less.Expenses: -165440  Rank: 149,1,131,0.0454545454545455,0.313800777130067,0.570333041191937,0.574276950043821
0.673093777388256,0.362950101217223,School: Delaware State  Group: 4  Total.Revenue: 13008637  Total.Expenses: 12963142  Total.Subsidy: 11384294  Revenue.Less.Expenses: 45495  Rank: 150,1,154,0.0454545454545455,0.362950101217223,0.671121822962314,0.675065731814198
0.563540753724803,0.311013057420533,School: Portland State  Group: 4  Total.Revenue: 12978073  Total.Expenses: 12979483  Total.Subsidy: 9522011  Revenue.Less.Expenses: -1410  Rank: 151,1,129,0.0454545454545455,0.311013057420533,0.561568799298861,0.565512708150745
0.624890446976337,0.338723199942348,School: Stephen F Austin State  Group: 4  Total.Revenue: 12958054  Total.Expenses: 12770652  Total.Subsidy: 10515601  Revenue.Less.Expenses: 187402  Rank: 152,1,143,0.0454545454545455,0.338723199942348,0.622918492550394,0.626862401402279
0.620508326029798,0.33803395340979,School: Eastern Kentucky  Group: 4  Total.Revenue: 12954360  Total.Expenses: 12954360  Total.Subsidy: 10490887  Revenue.Less.Expenses: 0  Rank: 153,1,142,0.0454545454545455,0.33803395340979,0.618536371603856,0.622480280455741
0.638036809815951,0.347177806808274,School: Kennesaw State  Group: 4  Total.Revenue: 12922084  Total.Expenses: 12515027  Total.Subsidy: 10818754  Revenue.Less.Expenses: 407057  Rank: 154,1,146,0.0454545454545455,0.347177806808274,0.636064855390009,0.640008764241893
0.537248028045574,0.303650134064781,School: Eastern Illinois  Group: 4  Total.Revenue: 12898748  Total.Expenses: 12771828  Total.Subsidy: 9258002  Revenue.Less.Expenses: 126920  Rank: 155,1,123,0.0454545454545455,0.303650134064781,0.535276073619632,0.539219982471516
0.528483786152498,0.301636164286432,School: Sam Houston State  Group: 4  Total.Revenue: 12854848  Total.Expenses: 11688542  Total.Subsidy: 9185788  Revenue.Less.Expenses: 1166306  Rank: 156,1,121,0.0454545454545455,0.301636164286432,0.526511831726556,0.53045574057844
0.497808939526731,0.294291787056121,School: Citadel  Group: 4  Total.Revenue: 12843289  Total.Expenses: 12841412  Total.Subsidy: 8922444  Revenue.Less.Expenses: 1877  Rank: 157,1,114,0.0454545454545455,0.294291787056121,0.495836985100789,0.499780893952673
0.467134092900964,0.285297139328479,School: Youngstown State  Group: 4  Total.Revenue: 12546718  Total.Expenses: 12546718  Total.Subsidy: 8599927  Revenue.Less.Expenses: 0  Rank: 158,1,107,0.0454545454545455,0.285297139328479,0.465162138475022,0.469106047326906
0.585451358457493,0.327984240311379,School: East Tennessee State  Group: 4  Total.Revenue: 12544534  Total.Expenses: 12449876  Total.Subsidy: 10130539  Revenue.Less.Expenses: 94658  Rank: 159,1,134,0.0454545454545455,0.327984240311379,0.583479404031551,0.587423312883436
0.532865907099036,0.302386320199386,School: Jacksonville State  Group: 4  Total.Revenue: 12261404  Total.Expenses: 12261404  Total.Subsidy: 9212686  Revenue.Less.Expenses: 0  Rank: 160,1,122,0.0454545454545455,0.302386320199386,0.530893952673094,0.534837861524978
0.344434706397897,0.251600251736461,School: Idaho State  Group: 4  Total.Revenue: 11748464  Total.Expenses: 11763774  Total.Subsidy: 7391673  Revenue.Less.Expenses: -15310  Rank: 161,1,79,0.0454545454545455,0.251600251736461,0.342462751971954,0.346406660823839
0.59421560035057,0.332605683771103,School: Radford  Group: 4  Total.Revenue: 11733386  Total.Expenses: 10849661  Total.Subsidy: 10296248  Revenue.Less.Expenses: 883725  Rank: 162,1,136,0.0454545454545455,0.332605683771103,0.592243645924628,0.596187554776512
0.550394390885188,0.306415458979234,School: Alabama State  Group: 4  Total.Revenue: 11718348  Total.Expenses: 11718348  Total.Subsidy: 9357157  Revenue.Less.Expenses: 0  Rank: 163,1,126,0.0454545454545455,0.306415458979234,0.548422436459246,0.552366345311131
0.388255915863278,0.263056793032993,School: Weber State  Group: 4  Total.Revenue: 11562167  Total.Expenses: 11610450  Total.Subsidy: 7802465  Revenue.Less.Expenses: -48283  Rank: 164,1,89,0.0454545454545455,0.263056793032993,0.386283961437336,0.39022787028922
0.471516213847502,0.286402739404961,School: Northern Arizona  Group: 4  Total.Revenue: 11556217  Total.Expenses: 11661255  Total.Subsidy: 8639570  Revenue.Less.Expenses: -105038  Rank: 165,1,108,0.0454545454545455,0.286402739404961,0.46954425942156,0.473488168273444
0.38387379491674,0.262500911270149,School: Georgia Southern  Group: 4  Total.Revenue: 11335102  Total.Expenses: 11335102  Total.Subsidy: 7782533  Revenue.Less.Expenses: 0  Rank: 166,1,88,0.0454545454545455,0.262500911270149,0.381901840490798,0.385845749342682
0.182296231375986,0.176793185824424,School: Louisiana-Monroe  Group: 4  Total.Revenue: 11323485  Total.Expenses: 10769839  Total.Subsidy: 4709350  Revenue.Less.Expenses: 553646  Rank: 167,1,42,0.0454545454545455,0.176793185824424,0.180324276950044,0.184268185801928
0.357581069237511,0.25555807857232,School: North Carolina Wilmington  Group: 4  Total.Revenue: 11294923  Total.Expenses: 11754878  Total.Subsidy: 7533587  Revenue.Less.Expenses: -459955  Rank: 168,1,82,0.0454545454545455,0.25555807857232,0.355609114811569,0.359553023663453
0.598597721297108,0.332742562543531,School: New Jersey Tech  Group: 4  Total.Revenue: 11265150  Total.Expenses: 10706684  Total.Subsidy: 10301156  Revenue.Less.Expenses: 558466  Rank: 169,1,137,0.0454545454545455,0.332742562543531,0.596625766871166,0.60056967572305
0.47589833479404,0.287698848628644,School: Western Illinois  Group: 4  Total.Revenue: 11240297  Total.Expenses: 11109292  Total.Subsidy: 8686044  Revenue.Less.Expenses: 131005  Rank: 170,1,109,0.0454545454545455,0.287698848628644,0.473926380368098,0.477870289219982
0.392638036809816,0.264016673552439,School: North Carolina Tech  Group: 4  Total.Revenue: 11180408  Total.Expenses: 10521501  Total.Subsidy: 7836883  Revenue.Less.Expenses: 658907  Rank: 171,1,90,0.0454545454545455,0.264016673552439,0.390666082383874,0.394609991235758
0.54601226993865,0.306344844258005,School: Winthrop  Group: 4  Total.Revenue: 11142191  Total.Expenses: 11019828  Total.Subsidy: 9354625  Revenue.Less.Expenses: 122363  Rank: 172,1,125,0.0454545454545455,0.306344844258005,0.544040315512708,0.547984224364592
0.414548641542507,0.269678317593669,School: Eastern Washington  Group: 4  Total.Revenue: 11126014  Total.Expenses: 10941866  Total.Subsidy: 8039890  Revenue.Less.Expenses: 184148  Rank: 173,1,95,0.0454545454545455,0.269678317593669,0.412576687116564,0.416520595968449
0.449605609114812,0.276848221800282,School: Western Carolina  Group: 4  Total.Revenue: 11087825  Total.Expenses: 11605915  Total.Subsidy: 8296978  Revenue.Less.Expenses: -518090  Rank: 174,1,103,0.0454545454545455,0.276848221800282,0.447633654688869,0.451577563540754
0.296231375985977,0.238805935184053,School: Northern Colorado  Group: 4  Total.Revenue: 11079360  Total.Expenses: 11743605  Total.Subsidy: 6932913  Revenue.Less.Expenses: -664245  Rank: 175,1,68,0.0454545454545455,0.238805935184053,0.294259421560035,0.298203330411919
0.331288343558282,0.247164827309357,School: Northwestern State La  Group: 4  Total.Revenue: 11078472  Total.Expenses: 11018299  Total.Subsidy: 7232634  Revenue.Less.Expenses: 60173  Rank: 176,1,76,0.0454545454545455,0.247164827309357,0.32931638913234,0.333260297984224
0.458369851007888,0.280618439935626,School: Tennessee State  Group: 4  Total.Revenue: 11011386  Total.Expenses: 11011386  Total.Subsidy: 8432165  Revenue.Less.Expenses: 0  Rank: 177,1,105,0.0454545454545455,0.280618439935626,0.456397896581946,0.46034180543383
0.502191060473269,0.29451793823086,School: Wisconsin-Milwaukee  Group: 4  Total.Revenue: 10983909  Total.Expenses: 12257732  Total.Subsidy: 8930553  Revenue.Less.Expenses: -1273823  Rank: 178,1,115,0.0454545454545455,0.29451793823086,0.500219106047327,0.504163014899211
0.427695004382121,0.272606764745271,School: Florida Gulf Coast  Group: 4  Total.Revenue: 10960781  Total.Expenses: 10530733  Total.Subsidy: 8144894  Revenue.Less.Expenses: 430048  Rank: 179,1,98,0.0454545454545455,0.272606764745271,0.425723049956179,0.429666958808063
0.515337423312883,0.297833511348249,School: Cleveland State  Group: 4  Total.Revenue: 10911800  Total.Expenses: 10911800  Total.Subsidy: 9049438  Revenue.Less.Expenses: 0  Rank: 180,1,118,0.0454545454545455,0.297833511348249,0.513365468886941,0.517309377738826
0.318141980718668,0.243689283401697,School: Southeastern Louisiana  Group: 4  Total.Revenue: 10858098  Total.Expenses: 10680831  Total.Subsidy: 7108013  Revenue.Less.Expenses: 177267  Rank: 181,1,73,0.0454545454545455,0.243689283401697,0.316170026292726,0.32011393514461
0.160385626643295,0.163118109591482,School: VMI  Group: 4  Total.Revenue: 10856177  Total.Expenses: 11092350  Total.Subsidy: 4219009  Revenue.Less.Expenses: -236173  Rank: 182,1,37,0.0454545454545455,0.163118109591482,0.158413672217353,0.162357581069238
0.489044697633655,0.291805351246046,School: Texas Southern  Group: 4  Total.Revenue: 10659376  Total.Expenses: 10659376  Total.Subsidy: 8833289  Revenue.Less.Expenses: 0  Rank: 183,1,112,0.0454545454545455,0.291805351246046,0.487072743207713,0.491016652059597
0.432077125328659,0.273830502246368,School: Oakland  Group: 4  Total.Revenue: 10646898  Total.Expenses: 10681019  Total.Subsidy: 8188773  Revenue.Less.Expenses: -34121  Rank: 184,1,99,0.0454545454545455,0.273830502246368,0.430105170902717,0.434049079754601
0.256792287467134,0.218529386517039,School: Florida A&M  Group: 4  Total.Revenue: 10495584  Total.Expenses: 11005786  Total.Subsidy: 6205866  Revenue.Less.Expenses: -510202  Rank: 185,1,59,0.0454545454545455,0.218529386517039,0.254820333041192,0.258764241893076
0.436459246275197,0.274225325551435,School: California State-Fullerton  Group: 4  Total.Revenue: 10408792  Total.Expenses: 10408792  Total.Subsidy: 8202930  Revenue.Less.Expenses: 0  Rank: 186,1,100,0.0454545454545455,0.274225325551435,0.434487291849255,0.438431200701139
0.510955302366345,0.296560717253692,School: Morehead State  Group: 4  Total.Revenue: 10376374  Total.Expenses: 10376374  Total.Subsidy: 9003800  Revenue.Less.Expenses: 0  Rank: 187,1,117,0.0454545454545455,0.296560717253692,0.508983347940403,0.512927256792287
0.52410166520596,0.299098747548077,School: California State-Northridge  Group: 4  Total.Revenue: 10352586  Total.Expenses: 10532983  Total.Subsidy: 9094805  Revenue.Less.Expenses: -180397  Rank: 188,1,120,0.0454545454545455,0.299098747548077,0.522129710780017,0.526073619631902
0.40578439964943,0.267815700932265,School: Southern Utah  Group: 4  Total.Revenue: 10311932  Total.Expenses: 10197450  Total.Subsidy: 7973103  Revenue.Less.Expenses: 114482  Rank: 189,1,93,0.0454545454545455,0.267815700932265,0.403812445223488,0.407756354075372
0.300613496932515,0.239220866393545,School: South Carolina State  Group: 4  Total.Revenue: 10272271  Total.Expenses: 10256778  Total.Subsidy: 6947791  Revenue.Less.Expenses: 15493  Rank: 190,1,69,0.0454545454545455,0.239220866393545,0.298641542506573,0.302585451358457
0.410166520595968,0.26954712815897,School: Tennessee-Martin  Group: 4  Total.Revenue: 10227014  Total.Expenses: 10227014  Total.Subsidy: 8035186  Revenue.Less.Expenses: 0  Rank: 191,1,94,0.0454545454545455,0.26954712815897,0.408194566170026,0.412138475021911
0.274320771253287,0.228998186272599,School: South Dakota  Group: 4  Total.Revenue: 10119428  Total.Expenses: 10148016  Total.Subsidy: 6581241  Revenue.Less.Expenses: -28588  Rank: 192,1,63,0.0454545454545455,0.228998186272599,0.272348816827344,0.276292725679229
0.309377738825592,0.239999943106623,School: Austin Peay  Group: 4  Total.Revenue: 9974252  Total.Expenses: 9622460  Total.Subsidy: 6975726  Revenue.Less.Expenses: 351792  Rank: 193,1,71,0.0454545454545455,0.239999943106623,0.307405784399649,0.311349693251534
0.375109553023663,0.26228307099072,School: Wright State  Group: 4  Total.Revenue: 9942619  Total.Expenses: 10226716  Total.Subsidy: 7774722  Revenue.Less.Expenses: -284097  Rank: 194,1,86,0.0454545454545455,0.26228307099072,0.373137598597721,0.377081507449606
0.326906222611744,0.24691017366815,School: Southeast Missouri State  Group: 4  Total.Revenue: 9898447  Total.Expenses: 9450169  Total.Subsidy: 7223503  Revenue.Less.Expenses: 448278  Rank: 195,1,75,0.0454545454545455,0.24691017366815,0.324934268185802,0.328878177037686
0.370727432077125,0.260399928091233,School: Central Arkansas  Group: 4  Total.Revenue: 9838868  Total.Expenses: 9658874  Total.Subsidy: 7707199  Revenue.Less.Expenses: 179994  Rank: 196,1,85,0.0454545454545455,0.260399928091233,0.368755477651183,0.372699386503067
0.17353198948291,0.172224285071964,School: McNeese State  Group: 4  Total.Revenue: 9745534  Total.Expenses: 10139996  Total.Subsidy: 4545525  Revenue.Less.Expenses: -394462  Rank: 197,1,40,0.0454545454545455,0.172224285071964,0.171560035056968,0.175503943908852
0.462751971954426,0.285198356807708,School: Texas-Arlington  Group: 4  Total.Revenue: 9714229  Total.Expenses: 10770129  Total.Subsidy: 8596385  Revenue.Less.Expenses: -1055900  Rank: 198,1,106,0.0454545454545455,0.285198356807708,0.460780017528484,0.464723926380368
0.269938650306748,0.224998051959606,School: Arkansas-Little Rock  Group: 4  Total.Revenue: 9697449  Total.Expenses: 9356355  Total.Subsidy: 6437810  Revenue.Less.Expenses: 341094  Rank: 199,1,62,0.0454545454545455,0.224998051959606,0.267966695880806,0.271910604732691
0.418930762489045,0.270315830197365,School: Texas A&M-Corpus Christi  Group: 4  Total.Revenue: 9550177  Total.Expenses: 8995616  Total.Subsidy: 8062749  Revenue.Less.Expenses: 554561  Rank: 200,1,96,0.0454545454545455,0.270315830197365,0.416958808063103,0.420902716914987
0.440841367221735,0.274776382532774,School: Morgan State  Group: 4  Total.Revenue: 9435932  Total.Expenses: 9877250  Total.Subsidy: 8222689  Revenue.Less.Expenses: -441318  Rank: 201,1,101,0.0454545454545455,0.274776382532774,0.438869412795793,0.442813321647678
0.348816827344435,0.251613303746546,School: Prairie View A&M  Group: 4  Total.Revenue: 9410708  Total.Expenses: 9395570  Total.Subsidy: 7392141  Revenue.Less.Expenses: 15138  Rank: 202,1,80,0.0454545454545455,0.251613303746546,0.346844872918493,0.350788781770377
0.361963190184049,0.256229336757645,School: Missouri-Kansas City  Group: 4  Total.Revenue: 9331010  Total.Expenses: 12095001  Total.Subsidy: 7557656  Revenue.Less.Expenses: -2763991  Rank: 203,1,83,0.0454545454545455,0.256229336757645,0.359991235758107,0.363935144609991
0.45398773006135,0.280005330128563,School: Utah Valley  Group: 4  Total.Revenue: 9205759  Total.Expenses: 9590298  Total.Subsidy: 8410181  Revenue.Less.Expenses: -384539  Rank: 204,1,104,0.0454545454545455,0.280005330128563,0.452015775635408,0.455959684487292
0.283085013146363,0.235276286790144,School: North Florida  Group: 4  Total.Revenue: 8967015  Total.Expenses: 9046624  Total.Subsidy: 6806352  Revenue.Less.Expenses: -79609  Rank: 205,1,65,0.0454545454545455,0.235276286790144,0.281113058720421,0.285056967572305
0.24364592462752,0.213672058652833,School: California State-Bakersfield  Group: 4  Total.Revenue: 8695709  Total.Expenses: 10649029  Total.Subsidy: 6031699  Revenue.Less.Expenses: -1953320  Rank: 206,1,56,0.0454545454545455,0.213672058652833,0.241673970201578,0.245617879053462
0.261174408413672,0.220201605586885,School: North Carolina Central  Group: 4  Total.Revenue: 8548572  Total.Expenses: 8907321  Total.Subsidy: 6265826  Revenue.Less.Expenses: -358749  Rank: 207,1,60,0.0454545454545455,0.220201605586885,0.25920245398773,0.263146362839614
0.31375985977213,0.240008198224112,School: Longwood  Group: 4  Total.Revenue: 8170450  Total.Expenses: 7944441  Total.Subsidy: 6976022  Revenue.Less.Expenses: 226009  Rank: 208,1,72,0.0454545454545455,0.240008198224112,0.311787905346188,0.315731814198072
0.191060473269062,0.181271280284498,School: Wisconsin-Green Bay  Group: 4  Total.Revenue: 7902555  Total.Expenses: 7847963  Total.Subsidy: 4869919  Revenue.Less.Expenses: 54592  Rank: 209,1,44,0.0454545454545455,0.181271280284498,0.18908851884312,0.193032427695004
0.278702892199825,0.232406517906103,School: Southern Illinois Edwardsville  Group: 4  Total.Revenue: 7834037  Total.Expenses: 8318406  Total.Subsidy: 6703452  Revenue.Less.Expenses: -484369  Rank: 210,1,64,0.0454545454545455,0.232406517906103,0.276730937773883,0.280674846625767
